input_location,latitude,longitude,bbl,fireBattalion,censusTract2010
64-20 192 ST,40.73856283978963,-73.78219916791839,NA,52,1347  
726 LINCOLN PL,40.670839689228394,-73.95225342492095,3012610012,38, 31702
104-57 ROOSEVELT AVE,40.75036535074617,-73.8599854641042,4017760046,46, 403  
104-57 ROOSEVELT AVE,40.75036535074617,-73.8599854641042,4017760046,46, 403  
1114 FINDLAY AVE,40.830352997600976,-73.91375616485357,2024340053,17, 175  
1114 FINDLAY AVE,40.830352997600976,-73.91375616485357,2024340053,17, 175  
20 MARGINAL ST W,40.679121004573936,-73.89794410157816,3034830029,44,114201
26-19 JACKSON AVE,40.747397225054776,-73.9416349591293,4004330005,45,  19  
1156 57 ST,40.63246930586873,-73.99997478038188,3056960029,42, 216  
180 BETHEL LOOP,40.65129575245232,-73.88210822549763,3044520085,39,105801
632 ASHFORD ST,40.66667871741996,-73.88328859571781,3040790053,39,1124  
128-03 172 ST,40.67980921173475,-73.77136943463832,4125200009,50, 33401
128-03 172 ST,40.67980921173475,-73.77136943463832,4125200009,50, 33401
1353 NEW YORK AVE,40.63991671444542,-73.94548350950366,3049670040,41, 830  
1353 NEW YORK AVE,40.63991671444542,-73.94548350950366,3049670040,41, 830  
381 7 AVE,40.749190326918686,-73.9919300188854,NA,07, 101  
381 7 AVE,40.749190326918686,-73.9919300188854,NA,07, 101  
968 BRONX PARK SOUTH,40.845066204759696,-73.87884806561841,2031340009,18, 361  
10 PALADINO AVE,40.800524334909646,-73.9315653574528,1018080001,12, 192  
1227 ST JOHNS PL,40.670958994591295,-73.93771124384892,3013760067,38, 339  
1227 ST JOHNS PL,40.670958994591295,-73.93771124384892,3013760067,38, 339  
100-05 92 AVE,40.69084184530306,-73.84455794454543,4093060030,51,  28  
617 E FORDHAM RD,40.85827964889816,-73.88462251683204,2032730254,18, 397  
617 E FORDHAM RD,40.85827964889816,-73.88462251683204,2032730254,18, 397  
2260 CROTONA AVE,40.85123186636186,-73.88524200401147,2031010023,18, 393  
2260 CROTONA AVE,40.85123186636186,-73.88524200401147,2031010023,18, 393  
914 49 ST,40.64000923535427,-74.00038194022684,3056380009,40, 114  
131-19 135 PL,40.66977178942227,-73.8026396778157,4117810281,54, 814  
914 49 ST,40.64000923535427,-74.00038194022684,3056380009,40, 114  
131-19 135 PL,40.66977178942227,-73.8026396778157,4117810281,54, 814  
NA,NA,NA,NA,NA,NA
396 SARATOGA AVE,40.6721590352723,-73.91689875938398,3014630041,44, 363  
45 E 45 ST,40.754537904009865,-73.97739790740296,1012810021,08,  94  
230 W 129 ST,40.811736449885586,-73.94704064861878,1019330001,11, 224  
164-30 HILLSIDE AVE CQ,NA,NA,NA,NA,NA
114-17 201 ST,40.69969674972449,-73.75353225883997,4110180067,54, 520  
114-17 201 ST,40.69969674972449,-73.75353225883997,4110180067,54, 520  
525 E 82 ST,40.77303080652563,-73.94824842255134,1015790015,10, 136  
1939 GRAND CONCOURSE,40.850374488721584,-73.90526841005268,2028080012,19, 23501
1010 E 178 ST,40.84141193604392,-73.88046300470245,2031300100,18, 361  
1939 GRAND CONCOURSE,40.850374488721584,-73.90526841005268,2028080012,19, 23501
1010 E 178 ST,40.84141193604392,-73.88046300470245,2031300100,18, 361  
23-33 32 ST,40.6588081088156,-74.00580280238586,NA,40,  18  
1987 CRUGER AVE,40.85001815629115,-73.8668494525232,2042570067,20, 230  
414 MORRIS AVE,40.81552769810628,-73.92392349080407,2023240001,14,  51  
414 MORRIS AVE,40.81552769810628,-73.92392349080407,2023240001,14,  51  
2063 MADISON AVE,40.809168441669165,-73.93813097988725,1017550050,16, 206  
2063 MADISON AVE,40.809168441669165,-73.93813097988725,1017550050,16, 206  
78-17 101 AVE,40.68052385820379,-73.85919109146428,4090500033,51,  42  
78-17 101 AVE,40.68052385820379,-73.85919109146428,4090500033,51,  42  
78-17 101 AVE,40.68052385820379,-73.85919109146428,4090500033,51,  42  
3623 FT HAMILTON PKWY,40.644419537189826,-73.98856265648594,3052920023,48, 226  
3623 FT HAMILTON PKWY,40.644419537189826,-73.98856265648594,3052920023,48, 226  
2843 DOUGLASS BLVD,40.82697385084498,-73.93890574461,1020460032,16, 23502
4726 PARK AVE,40.85945325757256,-73.89196636708384,2030410043,18, 385  
260 W 44 ST,40.758124122814046,-73.98789701435379,1010150059,07, 119  
20-16 24 ST,40.782340458672365,-73.91138098674192,4008810046,49, 105  
504 SHEPHERD AVE,40.672091105078785,-73.88030864890551,3040360132,39,1164  
504 SHEPHERD AVE,40.672091105078785,-73.88030864890551,3040360132,39,1164  
2780 UNIVERSITY AVE,40.87095750810845,-73.89938522584337,2032490010,19, 26702
105 LEXINGTON AVE,40.742278033552886,-73.98271413269765,1008830025,08,  68  
105 LEXINGTON AVE,40.742278033552886,-73.98271413269765,1008830025,08,  68  
168 COVERT ST,40.68952483991792,-73.90913167062658,3034230016,37, 413  
625 OCEAN AVE,40.647627476189996,-73.96053314030704,3051010054,41, 51002
166 COVERT ST,40.68948918354823,-73.90916417218769,3034230015,37, 413  
166 COVERT ST,40.68948918354823,-73.90916417218769,3034230015,37, 413  
1345 54 ST,40.631618265198924,-73.99400501293631,3056707503,40, 238  
919 MYRTLE AVE,40.69586604426729,-73.94502665070165,3017400001,57, 25902
1318 VREELAND AVE,40.835886308588265,-73.8373997797886,2053470002,20, 194  
145 WEST 30TH STREET,40.74783709193524,-73.99093408730403,1008060009,07, 101  
76-11 37 AVE,40.749192694339776,-73.88970180392285,4012760037,49, 287  
66 E 79 ST,40.77598928866077,-73.96136331660676,1013930043,10, 142  
480 CONVENT AVE,40.82844707979879,-73.94292973597275,1020660019,13, 23501
480 CONVENT AVE,40.82844707979879,-73.94292973597275,1020660019,13, 23501
66 E 79 ST,40.77598928866077,-73.96136331660676,1013930043,10, 142  
151 E 96 ST,40.785786677217295,-73.95071572193234,1016240020,10, 15802
107-50 164 ST,40.69768761150889,-73.79100594363948,4101660057,50, 254  
147 NORWAY AVE,40.59462958580771,-74.0794183940323,5032430100,21,  64  
147 NORWAY AVE,40.59462958580771,-74.0794183940323,5032430100,21,  64  
63-46 FRESH POND RD,40.710805363379016,-73.89962696959505,4035240058,45, 593  
706 LEFFERTS AVE,40.663147424214515,-73.9378374854632,3014280032,38, 87401
196 THROOP AV,40.69813544458036,-73.94394287387317,3017400001,57, 25902
1753 SEDDON ST,40.84220938811156,-73.85107840424845,2039970050,03, 204  
1129 BROADWAY,40.743415141117275,-73.9890941999255,1008270049,07,  58  
1129 BROADWAY,40.743415141117275,-73.9890941999255,1008270049,07,  58  
46 MARY ST,40.61269043369113,-74.08689547584542,5028820059,21,  40  
46 MARY ST,40.61269043369113,-74.08689547584542,5028820059,21,  40  
261 GATES AVE,40.68545758117907,-73.95726204512937,3019730051,57, 229  
BRIGHTON BEACH,40.57456301650032,-73.958333711965,3087250001,43, 61002
272 E 91 ST,40.78123553509273,-73.94985248592202,NA,10, 154  
272 E 91 ST,40.78123553509273,-73.94985248592202,NA,10, 154  
38-07 100 STREET,40.750652697515044,-73.8661962909843,4017660065,46, 407  
2438 WALLACE AVE,40.862081210289794,-73.86455854152719,2044360020,15, 328  
218-02 HEMPSTEAD AVE,40.71388545504069,-73.73781724983162,4111060035,53, 540  
2438 WALLACE AVE,40.862081210289794,-73.86455854152719,2044360020,15, 328  
106-52 RUSCOE ST,40.70212188890484,-73.78001001347923,4102520055,50, 414  
106-52 RUSCOE ST,40.70212188890484,-73.78001001347923,4102520055,50, 414  
319 KINGSBORO 3 WALK,40.67582112437185,-73.92574122446518,3013440001,38, 307  
319 KINGSBORO 3 WALK,40.67582112437185,-73.92574122446518,3013440001,38, 307  
2086 2 AVE,40.79136260379505,-73.94188532807934,1016780001,12, 170  
120-19 14 RD,40.784837135960686,-73.84744039944488,4040550015,52, 929  
718 TOMPKINS AVE,40.60865418065983,-74.06869174774293,5030020031,21,  2001
718 TOMPKINS AVE,40.60865418065983,-74.06869174774293,5030020031,21,  2001
2028 GRANDCONCOURSE,40.85178431590223,-73.90411693266068,2028130003,17, 23502
2028 GRANDCONCOURSE,40.85178431590223,-73.90411693266068,2028130003,17, 23502
2811 EXTERIOR STREET,40.87379331988252,-73.90655845740547,2032650001,19, 283  
NA,NA,NA,NA,NA,NA
415 BRADFORD ST,40.668882296039605,-73.89120082014796,3037760007,39,1158  
569 ACADEMY STREET,40.86326310115701,-73.92302651709883,1022180001,13, 291  
569 ACADEMY STREET,40.86326310115701,-73.92302651709883,1022180001,13, 291  
569 ACADEMY STREET,40.86326310115701,-73.92302651709883,1022180001,13, 291  
50-20 31 AVE,40.75720720872279,-73.90831381995812,4007380050,49, 163  
983 57 TH,NA,NA,NA,NA,NA
983 57 TH,NA,NA,NA,NA,NA
93-46 207TH,NA,NA,NA,NA,NA
3001 BELT PKWY,40.584969470608186,-73.96091219204058,3072440103,43, 370  
3001 BELT PKWY,40.584969470608186,-73.96091219204058,3072440103,43, 370  
409 E 69 ST,40.76567847853715,-73.95693981722088,1014640105,10, 124  
109 HARBOR ROAD,40.63464128500366,-74.16026156726218,5012270004,22, 223  
409 E 69 ST,40.76567847853715,-73.95693981722088,1014640105,10, 124  
409 E 69 ST,40.76567847853715,-73.95693981722088,1014640105,10, 124  
409 E 69 ST,40.76567847853715,-73.95693981722088,1014640105,10, 124  
349 CABRINI BLVD,40.85669258153556,-73.93709266062606,1021790365,13, 273  
1276 BROADWAY,40.74880847164057,-73.98806833421992,1008340080,07,  76  
520 BUTLER BLVD,40.50554388678469,-74.22457895035417,5077100310,23, 24402
50-04 31 AVE,40.757482158388186,-73.90891262949157,4007380050,49, 163  
50-20 31 AVE,40.75720720872279,-73.90831381995812,4007380050,49, 163  
1305 EAST 4OTH,NA,NA,NA,NA,NA
3223 QUENTIN RD,40.612929671175564,-73.93947261951355,3077050001,33, 644  
1358 SHERIDAN AVE,40.837521899352836,-73.9133710250439,2028300025,17, 17902
1358 SHERIDAN AVE,40.837521899352836,-73.9133710250439,2028300025,17, 17902
400 EAST 56 STREET,40.75748755032597,-73.96307776310553,1013670001,08, 10601
400 EAST 56 STREET,40.75748755032597,-73.96307776310553,1013670001,08, 10601
1700 CROTONA PARK E,40.837575507582976,-73.88939626268355,2029400011,18, 155  
1700 CROTONA PARK E,40.837575507582976,-73.88939626268355,2029400011,18, 155  
29-19 OCEAN CREST BLVD,40.60027094025707,-73.7647673373256,4157440032,47, 992  
73-35 173 ST,40.72895553586127,-73.79686834409243,4069810014,52,1247  
73-35 173 ST,40.72895553586127,-73.79686834409243,4069810014,52,1247  
15 SEGUINE PL,40.53914093981303,-74.17188363020837,5062050085,23, 17005
15 SEGUINE PL,40.53914093981303,-74.17188363020837,5062050085,23, 17005
1134 E 43 ST,40.627175199812754,-73.93456387867622,3077900041,33, 732  
298 E 7 ST,40.72322291727903,-73.97684211746602,NA,04,  2602
298 E 7 ST,40.72322291727903,-73.97684211746602,NA,04,  2602
1166 59 ST,40.63125336037886,-74.00098714992346,3057100027,42, 214  
1166 59 ST,40.63125336037886,-74.00098714992346,3057100027,42, 214  
1166 59 ST,40.63125336037886,-74.00098714992346,3057100027,42, 214  
168 BRADFORD ST,40.67531762550486,-73.89287391290799,3036900022,44,1198  
168 BRADFORD ST,40.67531762550486,-73.89287391290799,3036900022,44,1198  
197 BAY 20 ST,40.602468603531996,-74.00525412702153,3064380019,42, 280  
197 BAY 20 ST,40.602468603531996,-74.00525412702153,3064380019,42, 280  
1247 AVE V,40.596447371082306,-73.9584784937794,3073450041,43, 582  
440 JACKSON AVE,40.81030827404408,-73.91011190899562,2025780006,14,  35  
2825 GRAND CONCOURSE,40.86971529901497,-73.89155197227605,2033150054,27, 40303
117-68 142 ST,40.81882723354566,-73.93834961240144,1020110026,16, 232  
80 SEAMAN AVE,40.86807592989212,-73.92511436036561,1022480032,13, 295  
316 YORK AVE,40.63872103118842,-74.08821569465516,5000810019,21,  77  
80 SEAMAN AVE,40.86807592989212,-73.92511436036561,1022480032,13, 295  
316 YORK AVE,40.63872103118842,-74.08821569465516,5000810019,21,  77  
129 W 46 ST,40.75781063705446,-73.98322988164698,1009990017,09, 125  
129 W 46 ST,40.75781063705446,-73.98322988164698,1009990017,09, 125  
395 ASHFORD ST,40.67265836894912,-73.88479943197639,3040160005,39,1150  
619 WILLOUGHBY AVE,40.69441384433499,-73.94457347309483,3017600064,57, 25901
619 WILLOUGHBY AVE,40.69441384433499,-73.94457347309483,3017600064,57, 25901
382 AVE P,40.608743032615685,-73.97356842847883,3066320006,42, 424  
382 AVE P,40.608743032615685,-73.97356842847883,3066320006,42, 424  
827 FOREST AVE,40.82017452505313,-73.90540172528313,2026470021,26,  77  
827 FOREST AVE,40.82017452505313,-73.90540172528313,2026470021,26,  77  
263 PROSPECT AVE,40.663644093843224,-73.98968395994638,3010530079,48, 141  
222 CENTRAL PARK S,40.767177897799534,-73.97982320822926,1010300046,09, 137  
222 CENTRAL PARK S,40.767177897799534,-73.97982320822926,1010300046,09, 137  
31-50 84 ST,40.75864005177652,-73.88404430817059,4013950032,49, 327  
146-41 224 ST,40.65987446467273,-73.75695209306643,4134580040,54, 690  
31-50 84 ST,40.75864005177652,-73.88404430817059,4013950032,49, 327  
31-50 84 ST,40.75864005177652,-73.88404430817059,4013950032,49, 327  
717 E 88 ST,40.640467105817834,-73.90876608820594,3080090029,58, 964  
40 COOPER ST,40.86769641970744,-73.92397950565974,1022390021,13, 295  
111 COOPER ST,40.8688634374633,-73.92067711814556,NA,13, 303  
111 COOPER ST,40.8688634374633,-73.92067711814556,NA,13, 303  
40 COOPER ST,40.86769641970744,-73.92397950565974,1022390021,13, 295  
104 KINGSTON AVE,40.67610747644704,-73.94157477286355,3012150044,38, 313  
729 E 236 ST,40.895250147314975,-73.85496002905356,2050440007,15, 434  
762 MILLER AVE,40.66212147751506,-73.8878993972316,3043030034,39,1122  
762 MILLER AVE,40.66212147751506,-73.8878993972316,3043030034,39,1122  
18-30 COLLEGE POINT BLVD,40.78296040519536,-73.84588115770701,4040830034,52, 925  
18-30 COLLEGE POINT BLVD,40.78296040519536,-73.84588115770701,4040830034,52, 925  
18-11 COLLEGE POINT BLVD,40.78297958449886,-73.84585583664895,4041280015,52, 925  
62-26 ROOSEVELT AVE,40.74575621693446,-73.90177576028965,4012940060,46, 261  
62-26 ROOSEVELT AVE,40.74575621693446,-73.90177576028965,4012940060,46, 261  
NA,NA,NA,NA,NA,NA
651 E 183 ST,40.852568002137765,-73.8874844444398,2030870033,18, 391  
76-12 LIBERTY AVE,40.67922256300898,-73.8612272468709,4091240085,51,  4401
76-12 LIBERTY AVE,40.67922256300898,-73.8612272468709,4091240085,51,  4401
136-04 HOOK CREEK BLVD,40.6686751957109,-73.72910919387294,4132420044,54, 638  
136-04 HOOK CREEK BLVD,40.6686751957109,-73.72910919387294,4132420044,54, 638  
1690 LONGFELLOW AVE,40.835117310805515,-73.88487589768442,2030100012,26, 161  
230 DUFFIELD STREET,40.691255925384006,-73.98439692853736,3001450033,31,  15  
1070 E NEW YORK AVE,40.6651942118076,-73.92709395575261,3045980001,58, 884  
480 2ND AVE,40.740485093313495,-73.97899769504247,1009340001,08,  66  
480 2ND AVE,40.740485093313495,-73.97899769504247,1009340001,08,  66  
65-43 PARSONS BLVD,40.7352232379592,-73.81057907507194,4067900001,52,122701
2819 MORRIS AVE,40.870008328065744,-73.89380044429569,2033180034,27, 40303
114-34 69 AVE,NA,NA,NA,NA,NA
114-34 69 AVE,NA,NA,NA,NA,NA
54 MACDONOUGH ST,40.68092869166959,-73.94438277762758,3018540025,57, 269  
54 MACDONOUGH ST,40.68092869166959,-73.94438277762758,3018540025,57, 269  
506 E 8 ST,40.63758181155906,-73.97052321329356,3053910029,41, 490  
506 E 8 ST,40.63758181155906,-73.97052321329356,3053910029,41, 490  
104-01 REMINGTON ST,40.69182068252687,-73.80919506313302,4100410025,50, 202  
104-01 REMINGTON ST,40.69182068252687,-73.80919506313302,4100410025,50, 202  
740 WESTEND AV,NA,NA,NA,NA,NA
740 WESTEND AV,NA,NA,NA,NA,NA
97-42 108 ST,40.68865642337092,-73.83622272094873,4094090024,51, 110  
97-42 108 ST,40.68865642337092,-73.83622272094873,4094090024,51, 110  
144-30 MELBOURNE AVE,40.734344725841325,-73.82431122521028,4065320023,52, 809  
2915 CLARENDON RD,40.64322860883486,-73.94915625544826,3051730035,41, 826  
2915 CLARENDON RD,40.64322860883486,-73.94915625544826,3051730035,41, 826  
62-05 84 ST,40.725004675973835,-73.87255062944034,4029740060,46, 679  
389 E 150 ST,40.81690421971138,-73.9179824926245,2023970017,14,  65  
62-05 84 ST,40.725004675973835,-73.87255062944034,4029740060,46, 679  
389 E 150 ST,40.81690421971138,-73.9179824926245,2023970017,14,  65  
212 THROOP AVE,40.697073119601924,-73.94373820830052,3017400001,57, 25902
212 THROOP AVE,40.697073119601924,-73.94373820830052,3017400001,57, 25902
212 THROOP AVE,40.697073119601924,-73.94373820830052,3017400001,57, 25902
245 E 44 ST,40.75163288688398,-73.97245783326984,1013180019,08,  90  
17 W 118 ST,40.80232720748742,-73.94633295936856,1017170022,12, 190  
229 CENTRAL AVE,40.69709156961938,-73.92339507850957,3032660005,37, 421  
1500 BROADWAY,40.756855832580875,-73.98597336511823,1009960001,07, 119  
1750 DAVIDSON AVE,40.84826447801015,-73.91308956214071,2028610067,19, 217  
1750 DAVIDSON AVE,40.84826447801015,-73.91308956214071,2028610067,19, 217  
1081 DEKALB AVE,40.693586530768606,-73.93219439894723,3015990055,57, 289  
84-40 118 ST,40.7034577094912,-73.83342366745535,4092330087,51, 134  
83-45 DONGAN AVE,40.739977215205876,-73.88011452443222,4015440039,46, 485  
90-16 172 STREET,40.709057538400884,-73.78858970695582,4098060046,50, 462  
90-16 172 STREET,40.709057538400884,-73.78858970695582,4098060046,50, 462  
50 E 104 ST,40.792140465911096,-73.9500970728466,1016080023,10, 168  
50 E 104 ST,40.792140465911096,-73.9500970728466,1016080023,10, 168  
948 NOSTRAND AVE,40.66569815204975,-73.95090177649446,3012960047,38, 321  
60-62 CATALPA AVE,40.703570631761096,-73.89705189626464,4035350008,51, 583  
60-60 CATALPA AVE,40.703554218003774,-73.8971132346074,4035350006,51, 583  
59-33 48 AVE,40.73857343448174,-73.90533354602856,4023210056,46, 245  
59-33 48 AVE,40.73857343448174,-73.90533354602856,4023210056,46, 245  
89-20 161 ST,40.70609403686981,-73.79981262069354,4097580035,50, 44601
700 EUCLID AVE,40.66974474088915,-73.87055821734734,3042920061,39,1210  
265 45 STREET,40.651102954386495,-74.01268540712326,3007360052,40,   2  
477 WAVERLY AVE,40.68382734463365,-73.96596334894132,3019780006,31, 199  
477 WAVERLY AVE,40.68382734463365,-73.96596334894132,3019780006,31, 199  
265 45 STREET,40.651102954386495,-74.01268540712326,3007360052,40,   2  
265 45 STREET,40.651102954386495,-74.01268540712326,3007360052,40,   2  
130 W 67 ST,40.77491579838531,-73.98278509186626,1011380053,09, 153  
20 E 9 ST,40.7323788920573,-73.99482944304215,1005660018,06,  59  
14-05 31 AVE,40.76812556468406,-73.93169251302248,4005340023,49,  79  
20 E 9 ST,40.7323788920573,-73.99482944304215,1005660018,06,  59  
801 E 14 ST,40.72735296503293,-73.97310647215647,1009880001,04,  44  
27 GLENDALE AVE,40.600357251370596,-74.08795974627391,5031970116,21,  9601
55 3 AVE,40.73099511096007,-73.98884005540712,1004667502,06,  40  
501 E 138 ST,40.80768577085499,-73.91950740093422,2022830053,14,  39  
55 3 AVE,40.73099511096007,-73.98884005540712,1004667502,06,  40  
1916 LINDEN BLVD,40.658260120075944,-73.89133347856401,3043460006,39,1104  
1509 CASTLEHILL AVE,40.83665288446951,-73.85227618972789,2039480045,03, 222  
1509 CASTLEHILL AVE,40.83665288446951,-73.85227618972789,2039480045,03, 222  
555 KAPPOCK ST,40.87806964630899,-73.91748395589416,2057220445,27, 29302
555 KAPPOCK ST,40.87806964630899,-73.91748395589416,2057220445,27, 29302
5910 14 AVE,40.62797052330593,-73.99588587678156,3057120068,40, 242  
908 FAILE ST,40.819980463957194,-73.88793335528852,2027610080,03, 11502
2076 CRESTON AVE,40.85368900621036,-73.90395513624917,2031600014,19, 23501
1561 UNION STREET,40.6682642452801,-73.93887088095296,3013940075,38, 337  
1544 LONGFELLOW AV,40.83330139036541,-73.88596314403011,2030090011,26, 157  
